pdb	chain	pLDDT_before	pLDDT_after	tm_score_before	tm_score_after	lddt_before	lddt_after
4n1e	I	95.23		0.97328		0.9581785351674806	
2h2p	B	87.29		0.95356		0.9126764427085882	
3ra7	L	92.37		0.57125		0.9550102508954997	
7njz	C	70.54		0.48287		0.7666666666666666	
7rbt	A	78.63		0.77453		0.7541946024394044	
5cws	I	79.78		0.47448		0.9320417387439633	
6wo5	F	27.68		0.24963		0.24589399706455647	
6bf4	A	25.35		0.26974		0.23313232747948706	
7k43	B						
4f15	J	52.83		0.62352		0.5204028808656653	
4dn4	M	91.42		0.92641		0.9184257117024001	
1kxt	A	91.21		0.98975		0.9504737433692712	
5ip4	E	78.25		0.79342		0.7872767346721207	
7ps0	E	27.26		0.27752		0.26068561901362686	
7ly9	G	23.76		0.23642		0.19985858238683943	
5h30	C	70.44		0.54396		0.6282114443891444	
5f93	G	49.01		0.67898		0.5035869168313353	
6cf2	F	87.59		0.77178		0.937676264069924	
6gkd	F	87.3		0.98498		0.947444534475037	
6x9r	A	25.02		0.23895		0.2178181935099948	
2zcl	P	90.33		0.98191		0.936657666683808	
6nc2	D	24.95		0.23215		0.22811879580265818	
6o3c	A	84.64		0.95077		0.8981160083503146	
7n9v	C	86.25		0.9556		0.9040433570774977	
4yhp	P	77.95		0.22577		0.812390873015873	
7lex	J	92.32		0.97792		0.9421486962087504	
7jkt	G	25.9		0.28107		0.23677763875569172	
5ebl	C	91.49		0.93984		0.9657568042289862	
4mqx	B	86.79		0.95314		0.910286613957365	
7cfn	A	81.23		0.81494		0.7886575184345181	
7xod	A						
5csz	D	65.86		0.28697		0.6835227272727272	
7amr	B	85.68		0.46688		0.9097541533490924	
7aqx	A	83.49		0.95953		0.8744635827304231	
6ur5	C	57.11		0.68852		0.5807236750913154	
6ucf	A	84.01		0.29049		0.8498511904761905	
5ebw	C	89.98		0.91599		0.9397294211918711	
7c88	C	92.7		0.97419		0.9520302278743	
4lkx	R	69.88		0.28066		0.5452228327228327	
6njn	A						
4mhj	G	53.29		0.58405		0.5358794930097546	
6db5	P	89.49		0.37667		0.8519459706959707	
7nx7	E	26.7		0.28598		0.2686438426300447	
1mci	P	26.73					
4f9l	A	89.31		0.96039		0.9216840303202843	
1mel	L	95.23		0.98468		0.9737950878283039	
4p2c	C	91.5		0.36261		0.9603144465534965	
2bse	C	90.93		0.96257		0.9568739271154878	
7m8l	E	50.59		0.29075		0.541032528509504	
7lk4	P	71.55		0.63873		0.7335888268116748	
7r24	A	85.56		0.85861		0.9287370337901127	
3j8w	D	26.78		0.2458		0.24505948566996907	
5u7o	G	25.3		0.11763		0.21136343551683565	
7mhx	C	91.33		0.94107		0.9613124986304707	
5uk4	R	29.9		0.21973		0.3171384455170455	
6dzm	C	26.14		0.25152		0.23841414322255186	
3uc0	B	42.75		0.68984		0.5974529994328465	
6um7	A	27.07		0.21138		0.21912638854934496	
1u8p	C	68.21		0.30728		0.8095238095238095	
3oau	H	86.85		0.59037		0.8839031045072269	
7zfa	D	26.82		0.28812		0.24670240078393682	
5c0s	A	45.92		0.39248		0.39973713522997745	
4i13	A	94.35		0.95615		0.9194906625512612	
3iu3	K	66.26		0.79796		0.7343120083370124	
1kxq	B	91.21		0.98939		0.9544391820850341	
4p3c	M	72.87		0.21332		0.48202214452214454	
4khx	A	93.46		0.87172		0.9592280463520436	
6obe	A	88.94		0.95102		0.9072698363648883	
5npi	D	69.66		0.27788		0.4652777777777778	
7mdu	A	24.61		0.23875		0.21402225722593618	
5vjq	J	95.33		0.99164		0.9655357250781728	
7ej4	C						
7dk2	F	27.64		0.29551		0.2670742457756302	
6oq5	A						
7pg8	K	84.78		0.72179		0.7652508058791715	
3j5m	E	25.62		0.23135		0.20593105146592658	
6wty	G	52.08		0.43479		0.40497065860106324	
6zdg	A	26.1		0.27686		0.24640341887834555	
7nd7	A						
3oay	H	86.77		0.54906		0.8960732190416244	
7cws	R						
7mtb	G	86.24		0.8977		0.816414453370759	
1ngw	B	89.23		0.752		0.9172042431449943	
4m5z	A	57.45		0.73861		0.5739315993795555	
1jps	T	88.46		0.94603		0.9158909120559068	
4uao	A	46.36		0.3254		0.4126020178893569	
7e8c	A						
7ps2	G	27.28		0.30374		0.28043264822676395	
1lk3	B	84.8		0.90398		0.8383682391378825	
7p5w	F	81.63		0.52807		0.8337088445504682	
2dqi	Y	95.14		0.97652		0.9595399740230427	
4hj0	B	93.08		0.95784		0.826841696196101	
3ejz	A	87.43		0.95419		0.9261094664086511	
4f3f	C	62.15		0.58453		0.4661277262853488	
2h2s	B	87.27		0.9539		0.905856214610991	
3csy	K	25.91		0.2249		0.24812261898408045	
5nh3	B	80.17		0.89527		0.8642828406997356	
3fku	G	49.76		0.57374		0.5237093875704815	
7e9g	A	76.41		0.45015		0.7236130932890884	
7v9l	A	77.47		0.79241		0.7963937615154979	
2z92	A	88.61		0.59106		0.8314897348584136	
7ndc	B						
6rcv	F	37.95		0.44202		0.41356583569278826	
5e5m	C	85.49		0.93861		0.8924185890380909	
5cp3	A	91.14		0.57306		0.9416731162952495	
7b2q	B	74.26		0.24353		0.7950254810527556	
4hg4	a	47.17		0.28027		0.5108180132065876	
6mvl	A	66.24		0.78323		0.7067627530724572	
4x7f	B	27.43		0.25237		0.24321750216084206	
6ev2	A	88.33		0.93416		0.937913831015528	
5k9q	P	51.22		0.31011		0.4940556165055388	
5y9f	C	26.62		0.22773		0.24316908005535123	
7bud	B	72.63		0.54647		0.6289823434945141	
4krm	E	91.24		0.97592		0.9489748212385772	
7czu	A						
6z3p	A	63.48		0.64725		0.6646910171986132	
4zs6	B	26.55		0.35746		0.2561257306765316	
3rif	A	87.88		0.96089		0.9308805626136565	
2ok0	D						
7sc1	C						
6oz6	D	92.08		0.97539		0.8891995553760884	
1u8h	C	73.14		0.24476		0.7023809523809524	
7akd	B						
1n7m	L	88.59		0.75865		0.9161680858353134	
6k69	B	89.38		0.7953		0.8672926125022923	
3ogo	B	47.57		0.63568		0.5115996706537497	
4z5r	F	83.07		0.92923		0.8914323405052749	
6bae	E	91.1		0.94		0.9507354540293791	
7f58	A	77.54		0.28367		0.7588878194398594	
6bit	G	90.45		0.96039		0.9280490163135493	
3stz	C	91.02		0.94128		0.9616073278009695	
7tet	A						
6jfi	E	68.57		0.55315		0.6364548593176724	
5yd4	B	67.21		0.4341		0.6875	
5kov	A	39.7		0.26981		0.26934214735660433	
2qr0	P	91.17		0.95602		0.9722113431405427	
7zfb	F	26.82		0.28837		0.24968277082296428	
7ri1	A	25.74		0.35519		0.24071464281645827	
6pxh	A	25.0		0.31873		0.21891787284197411	
7sn3	A						
5jym	C	91.18		0.94227		0.9329257278721401	
7cec	B	85.54		0.28908		0.8265068318178814	
6w41	C	26.79		0.2808		0.2754242212005616	
3oke	B	85.63		0.88373		0.8955692832559585	
6ldy	C	76.61		0.28899		0.6959077380952381	
7a29	A						
1mcr	P	26.73					
3stl	C	91.28		0.93408		0.9575172089446938	
6dc5	G	55.37		0.6399		0.5537062631982682	
3so3	A	92.74		0.98177		0.9552237697470549	
2otw	E	82.58		0.2436		0.45738636363636354	
4om0	G	25.7		0.30696		0.24264982070814342	
5mvz	U	68.31		0.84147		0.6788570943285138	
5bo1	A	91.69		0.86738		0.9558625129148232	
4om1	G	25.3		0.36343		0.23905022147077729	
5kaq	C	46.72		0.46559		0.46485489552551384	
4n8c	X	75.67		0.2349		0.35329670329670343	
6me1	F	68.22		0.23723		0.854702380952381	
5u8q	A						
1ic5	Y	95.14		0.98189		0.967888707525998	
5vl2	B	85.36		0.91141		0.8534388522550299	
6urh	C	27.76		0.25878		0.26180323509132913	
7kfh	A	27.97		0.22955		0.24376825616189196	
6ye3	F						
7fjo	A						
7z1e	E	26.83		0.25955		0.2715481546802696	
6n8d	A	25.41		0.23742		0.2367628747721127	
7lf0	C	92.32		0.97686		0.936526498291426	
6xw4	B	27.62		0.24053		0.26495341332570355	
6mtn	G	24.74		0.13438		0.2005612428743269	
1mcl	P	19.96					
3qum	P	90.33		0.8834		0.7696789513060394	
1g7i	C	95.14		0.97027		0.949786751945588	
1dbb	H	85.57		0.66893		0.8871295564373805	
6h71	B	28.52		0.28535		0.25005589421813723	
6mg5	B	87.86		0.54189		0.9304503848135242	
3o2w	L	91.37		0.4798		0.9490107274544748	
6ni3	A	82.03		0.86732		0.7835196987402216	
7a3t	A	59.36		0.41889		0.5984586340773012	
1ezv	E	75.36		0.33435		0.8300710501585682	
7k93	D						
4jre	D	82.54		0.87561		0.8162410584521672	
7cn2	E	25.52		0.23291		0.27489955356685986	
7fei	1	66.55		0.71836		0.7376255810584693	
7l7r	G	52.42		0.71718		0.5387747258894127	
1u8l	C	71.57		0.56555		0.7976190476190476	
6w1c	G	35.54		0.21856		0.33016781035299253	
7q9i	B						
6i9i	D	38.3		0.25938		0.31237847510464	
6udk	R	26.46		0.20655		0.21324180686116226	
7syz	A	62.0		0.83104		0.5934037053140618	
7e5s	B						
2h1p	P	82.2		0.43493		0.9138618326118325	
1ifh	P	74.28		0.51061		0.75	
5nbw	L	90.44		0.55309		0.9678149501824442	
2fed	A	87.34		0.95385		0.9233386126386198	
6c5k	H	88.38		0.8894		0.900067994403346	
6be3	H	85.55		0.90316		0.905689580857493	
7vbi	A	78.45		0.79747		0.774640482424533	
7aqz	A	83.52		0.94817		0.8669768322952801	
7oaq	E	27.0		0.26857		0.2733597997744279	
4wfe	B	83.36		0.87193		0.9005681413486079	
6vi4	B	83.16		0.93394		0.8606901906187339	
6yye	A	90.95		0.96711		0.9433338320805384	
5f7l	A	49.49		0.69319		0.5022346894234992	
7ejz	R	26.05		0.2307		0.24588104209176112	
6lxj	D	63.62		0.84945		0.6463804326088741	
6bli	F	81.17		0.58725		0.8224639404670244	
7dpm	C	26.05		0.26842		0.2477424715379429	
6frj	B	68.46		0.53473		0.625	
4jhw	F	53.58		0.56813		0.521122135367887	
5uk1	E	51.43		0.56105		0.4839378038434963	
7dce	B	86.47		0.87067		0.9214788354396867	
6tnp	D	91.37		0.9547		0.9156735939047922	
5w23	C	52.94		0.57037		0.5137851022389804	
6rcu	A	38.77		0.54032		0.45292217258473183	
6x96	G	25.66		0.19416		0.21114390855349566	
4yqx	A	53.59		0.49577		0.48027319014353764	
5fb8	C	82.94		0.88907		0.8581283780970537	
7cfm	A	83.2		0.80629		0.7924528836451374	
6svl	R	75.88		0.75426		0.8760423544342122	
5y9j	A	92.59		0.97459		0.9753119672890777	
6wzk	E	85.28		0.88843		0.9277865877860783	
6a77	A	92.34		0.94426		0.9406102979047631	
7ter	A						
2htl	A	87.38		0.9521		0.921459098802097	
6vvu	B	87.85		0.96867		0.9151074561567721	
4mwf	D	28.0		0.25709		0.259304102921773	
7ley	A	92.32		0.97711		0.9405763811639283	
5bjz	B	93.76		0.98511		0.9723985456705845	
7si2	C	27.63		0.31285		0.28929021233633695	
6ywc	C	83.57		0.90346		0.8932217591292152	
5dmi	A	89.92		0.92853		0.8858099752486587	
7t5f	D	50.07		0.67784		0.48131573616178996	
7r8b	A	83.68		0.95315		0.8986188232649984	
6xlq	D	90.26		0.96499		0.9423037556983832	
4yga	A	74.18		0.67885		0.7922576987403761	
6cm3	E	24.85		0.16619		0.2426647585564995	
7pi3	O	73.76		0.93256		0.7990989180305024	
7k8s	A						
4m8q	S	93.15		0.94979		0.9588325818049429	
6x3z	B	86.1		0.9519		0.9190548028495801	
7wu3	A	84.13		0.86187		0.7796153560076232	
6xkq	A	29.4		0.25472		0.2523038542114889	
5ggv	Y	84.88		0.91725		0.893643119889405	
6mqm	F	78.63		0.38762		0.5833333333333334	
2vh5	R	89.76		0.97585		0.939162451326215	
7ams	B	85.51		0.46534		0.9181512106812745	
5xez	B	80.86		0.70296		0.7938988855668584	
6qtl	H	91.54		0.97762		0.9542659870660962	
6p95	A	27.56		0.27486		0.2987022650600829	
7la4	A	86.11		0.97475		0.8793085266126162	
7chz	I	90.54		0.97293		0.9342269537372396	
7ws0	B						
6h06	J	65.42		0.48087		0.75	
7dm1	A	94.93		0.99418		0.9814839160456456	
7ksg	A						
7r98	B	34.8		0.30681		0.3169835766560476	
5e1a	C	89.93		0.94217		0.9658859131316132	
5l9d	L	91.7		0.5104		0.9630173281650825	
1jhl	A	95.59		0.98832		0.9675828619640975	
7dzy	A						
4yzf	B	92.51		0.95773		0.8514287745231756	
7nxa	E	27.1		0.27954		0.2641325394706677	
4cmh	A	90.35		0.96178		0.9288652267647179	
6w0e	C	90.63		0.84945		0.9118975901148766	
3h3b	B	84.22		0.92341		0.8921501150265199	
5lsp	A	86.92		0.95538		0.9351359632520824	
1ynl	L	89.5		0.75653		0.9527204280391709	
3g04	C	92.25		0.98577		0.9596416872583426	
7ue9	C	80.89		0.90755		0.853679337541984	
7swd	A	29.5		0.24457		0.2645669073376068	
6ni2	B	76.32		0.85598		0.7689467363902023	
2znx	Y	95.14		0.98355		0.9725281449587615	
7s6k	E						
5mub	K	66.82		0.19571		0.4910714285714286	
5van	A						
5vm0	B	85.17		0.89293		0.8403281796688304	
6u8k	C						
7l57	B						
4z7o	A	85.54		0.9777		0.915484182292873	
6y9b	B	87.09		0.88336		0.873758548663883	
6k68	E	82.24		0.88906		0.8929751408923802	
7ns6	J						
1cly	H	89.32		0.87783		0.925054602842262	
6s8i	C	26.71		0.22498		0.22110414579959997	
3ikc	B	84.47		0.85153		0.881893721907735	
5o2u	C	90.94		0.96988		0.9590679452911233	
4s1r	G	25.7		0.30353		0.24424716054529452	
5vcn	A	93.69		0.99151		0.9732906323938587	
6e1k	B	79.67		0.85516		0.6913053874066512	
6att	A	88.08		0.95056		0.9156029739206181	
6dde	A	79.51		0.81537		0.768797257597123	
6mzj	A	24.89		0.1984		0.22824217557857707	
6e5p	E	25.18		0.22655		0.2174886246278359	
6usf	D	75.79		0.80671		0.8385025923855969	
6ey6	C	89.84		0.92438		0.9276332986504645	
5njd	F	63.5		0.28746		0.6202347496355488	
7q9p	B						
1q9w	C	90.96		0.48815		0.9601895220920024	
7qn7	D	88.77		0.96072		0.9536566198475284	
6xjq	A						
4kka	A	87.35		0.9525		0.9196743027944944	
6o41	N	82.94		0.85421		0.8441905915038851	
7c01	A	26.79		0.28655		0.27022625248782645	
6ssp	F	89.0		0.9065		0.8625887720877874	
3sob	B	91.01		0.99133		0.9631708820474243	
6pci	B	25.49		0.27119		0.25874595337161127	
7jwp	V	70.73		0.29578		0.9	
6o3l	E	77.44		0.60533		0.8649302953990454	
7cwt	C						
5aaw	L	40.26		0.39504		0.3311348001411443	
7kkl	C						
3eoa	I	90.4		0.96862		0.9473856090402679	
7mdt	A	25.28		0.22559		0.2132982479367056	
4q6i	C	86.49		0.96073		0.9162438597494935	
6x07	A	83.93		0.76644		0.8621490345317475	
3nps	A	92.51		0.98121		0.9563608074180928	
7l8p	C	85.86		0.97558		0.9172903514579183	
7ndf	B	87.62		0.87335		0.858751717800925	
1s78	B	88.09		0.95328		0.9286212948964118	
6fyu	G	42.54		0.52457		0.46546373476713115	
6edu	D	24.35		0.12295		0.2096598988304458	
6k64	C	91.93		0.93112		0.9483692230066308	
6b7z	B						
7f35	E	76.63		0.53533		0.780810591577283	
4m1g	A	67.51		0.71059		0.631893184685499	
6qgy	A	83.53		0.94368		0.9060639529815484	
5aum	D	62.94		0.2181		0.49046717171717175	
6kyz	A	92.7		0.97361		0.9444867648460918	
4hij	B	88.04		0.89663		0.9386250272101502	
7jn5	F	30.09		0.23154		0.30760818996617667	
7zxu	E	26.7		0.33632		0.26097880183890165	
7qf1	A	26.84		0.24447		0.2698006621028603	
6rnk	A	83.16		0.93501		0.857419006167281	
2vdo	A	86.11		0.9798		0.9171935727185355	
6ssi	C	78.83		0.87257		0.8627510837126625	
6mu3	H	84.35		0.5419		0.8977479352775085	
7oay	K	26.63		0.27668		0.2717147234782759	
6by3	C	89.38		0.88381		0.9340517430810894	
4xi5	A	24.85		0.24788		0.27836021178831827	
7nj3	A	32.9		0.21016		0.3618578734764605	
5k9o	I	38.21		0.34201		0.3650747008397404	
7zr7	A						
5vj6	C	56.45		0.31283		0.44524335852473335	
5ukb	E	30.03		0.26261		0.31475030607678395	
7wpe	B						
5dwu	A	44.66		0.34156		0.5314971350504192	
3n85	A	84.31		0.91164		0.8906717618466926	
3uaj	B	62.22		0.4248		0.5644940355907363	
5y9c	A	27.22		0.26292		0.2458033627353205	
6snc	C	79.06		0.49393		0.90996903423374	
4xnz	G	25.36		0.3038		0.23518869502148979	
3tv3	A						
5d9q	G	25.38		0.2372		0.22148167360218038	
7l06	U						
7p6k	B	81.63		0.53145		0.840277055153002	
6x3v	B	86.1		0.95203		0.9335792245642809	
5vl3	Q	81.18		0.92127		0.8793959935003928	
5i5k	A						
7rdm	C						
7mlu	D	88.13		0.94885		0.8429026041711887	
7n9c	A						
2nyy	A						
6dca	R	70.86		0.56713		0.7833333333333333	
7dk4	A						
6m2r	A	85.06		0.95977		0.8949823095959709	
7nik	A	32.69		0.26608		0.3183962582183933	
7r23	A	87.07		0.86328		0.9186510717174007	
3eo1	I	77.39		0.8931		0.8289942239854676	
7pnm	C						
1rzk	G	26.91		0.2508		0.24020548066647368	
7shy	A	87.59		0.91293		0.9264171877011325	
7dk0	C	26.79		0.25826		0.2696658172795023	
7amq	B	85.51		0.46153		0.9128803575573418	
5boz	C	90.82		0.96653		0.9101470076918969	
3jcc	A	25.63		0.21882		0.21471038034864545	
1oax	J	90.57		0.7425		0.9452493747000381	
6z3q	A	63.47		0.65062		0.6654678071394725	
6pe9	V	87.11		0.8318		0.880383895159195	
5m30	B	87.81		0.62136		0.7875320057130727	
6bb4	Q	73.27		0.4842		0.6249999999999999	
7c94	C	78.08		0.36568		0.6160714285714286	
4ij3	A	91.33		0.97716		0.9447055186153641	
6xjz	A						
6uc6	A	58.14		0.74645		0.6067713179462485	
4m3k	A	94.65		0.98197		0.9671050136541094	
3mlw	P	74.38		0.43293		0.7416071061291649	
7jwq	V	78.2		0.42517		0.7333333333333334	
5kzp	C	89.17		0.52236		0.9333339808339808	
6u36	B	83.75		0.11281		0.8540152905465652	
2pw1	C	68.79		0.28755		0.6994047619047619	
3mme	L	88.51		0.7846		0.9147031501682875	
3qcu	H	86.46		0.92744		0.9155445848430004	
7cz5	A	80.37		0.25597		0.769590068246346	
5cbe	F	86.7		0.79893		0.8548621278865548	
3pnw	C	89.04		0.91782		0.917495884004954	
7a5s	A	21.55		0.222		0.23990126436968517	
6crk	A	87.0		0.90683		0.9039835557070762	
4ubd	U	54.94		0.64367		0.6003870890495403	
1kyo	E	75.36		0.29644		0.8266850171145003	
7k8w	G						
5u3k	C	75.45		0.58961		0.911757580439856	
6mwv	J	28.87		0.24968		0.37067333273600506	
4iof	B						
6jep	E	39.9		0.57091		0.42512484726773103	
5y0a	A	69.46		0.59514		0.7621848031822087	
6pv8	A	80.4		0.89527		0.8855183932170482	
2hkf	P	71.88		0.36894		0.750628306878307	
6de7	B	54.22		0.30885		0.4744473551915223	
7dnh	A	26.67		0.25134		0.280796043815064	
5n88	D	90.49		0.94966		0.9308811775410397	
5hi4	B	86.22		0.87765		0.8630009963963693	
7pqy	E	27.99		0.31141		0.2944885018635383	
3dus	A	92.23		0.81765		0.9433345582584016	
7fau	A	28.65		0.28917		0.27724283985103015	
4yc2	A	30.54		0.29106		0.2501253310385348	
4rfo	G	24.96		0.30768		0.22488543875349265	
6w03	G	25.55		0.11662		0.23001659449783243	
5jqh	B	83.38		0.87738		0.8654433251955874	
3fb8	C	89.93		0.94956		0.9439828657282628	
5o8f	A	89.94		0.97029		0.9617862049515701	
3cfk	O	87.35		0.46193		0.9167690615472448	
7kkh	B	89.47		0.61521		0.9276564880263047	
7f0x	A	29.42		0.31458		0.2796601167864156	
5hm1	D	73.75		0.6435		0.8779621767121768	
1y18	D	88.66		0.85025		0.9215753996435757	
6xgc	E	46.45		0.56378		0.4534838527626579	
6sge	A	93.44		0.98931		0.9734722495988246	
7na8	A	79.17		0.81406		0.8077482931577612	
1bzq	D	91.58		0.97876		0.9636984942569998	
5mv3	E	68.2		0.319		0.5255050505050506	
6lxk	C	69.21		0.85737		0.6877627466506615	
5dyo	A	86.72		0.78672		0.8814209074529511	
7b18	C						
7vuj	A	80.0		0.82862		0.7736674523535882	
7o7f	A	80.23		0.79367		0.8004293290603366	
3ifn	P	69.7		0.43025		0.7416666666666667	
7xjh	A	79.67		0.86142		0.8008635627880504	
7lf2	C	92.32		0.97688		0.9302332104696298	
7e6u	A	88.15		0.78918		0.6166354809095045	
3o0r	B	83.39		0.97		0.8981308041924378	
1dzb	X	95.96		0.98192		0.9661157779515787	
5xku	A	55.15		0.73545		0.5814865039880165	
5a8h	A	26.91		0.2508		0.24020511297777514	
1kn4	L	90.54		0.50761		0.9433775145494171	
7kql	T	84.56		0.8826		0.8329409615159731	
7p5v	A	81.63		0.53416		0.8687544760068194	
4o5i	K	47.86		0.54881		0.47797420712650596	
4z7n	C	85.86		0.97797		0.9192192344876988	
7qn6	D	88.77		0.98045		0.9599421075229629	
7kdm	A	91.55		0.97706		0.9514089739793926	
4olu	G	25.7		0.30208		0.24273492671635027	
6cdi	d	25.18		0.12402		0.22087580637621218	
5w9p	B	30.9		0.25422		0.3096464997701552	
6aru	A	85.47		0.56301		0.8966197079960943	
5alb	L	89.96		0.49624		0.9415140954169038	
5hgg	A	91.35		0.98489		0.956746985167656	
3v4v	A	84.34		0.87685		0.8880287922745317	
8dce	A	28.39		0.27979		0.27525811210049805	
4lhj	A	86.66		0.94004		0.9002398237178503	
7a5r	B	25.76		0.24994		0.2619176427315789	
5hys	G	87.31		0.93179		0.922989799848229	
5tr1	B	89.77		0.83501		0.8011452742271334	
5gir	D	74.15		0.35284		0.5999999999999999	
7zf5	E	27.92		0.27012		0.2585402769782154	
3cx5	P	75.36		0.28109		0.8291017938982786	
6zxn	C						
7zml	A	85.84		0.66188		0.9193242165743382	
7qnw	E	27.25		0.25074		0.2574417718098333	
6m87	G	87.89		0.66057		0.9398886250273606	
5m63	L	89.86		0.51264		0.9371546679535655	
6plk	E	41.38		0.58493		0.4370473308835495	
6zlr	E	26.05		0.26746		0.244651884043864	
7cth	A	72.08		0.56349		0.6554487191658388	
7k7y	B						
5dqd	H	87.2		0.82113		0.9120097735439374	
7phw	D	71.66		0.93531		0.8204981043557834	
2htk	A	87.39		0.95171		0.920668177135179	
7pqg	A	94.09		0.94468		0.8002338256045735	
5n0a	A	67.45		0.63023		0.6601315246484539	
6vms	A	82.97		0.7769		0.7762233329705043	
6yla	E	26.99		0.25892		0.27467565617957024	
7rg9	A	78.63		0.77719		0.7540300288306417	
6gk4	D	88.29		0.97787		0.9362307550581938	
4g80	I	75.4		0.83272		0.8081965929878192	
5tq0	A	86.12		0.94962		0.9053904733890201	
5viy	F	25.2		0.11314		0.21754009697730067	
7k75	E	71.23		0.37987		0.8700148809523809	
1mrf	L	91.41		0.51818		0.9567779498767737	
2vis	C	66.63		0.79681		0.6895313956477086	
7klw	A	26.83		0.25056		0.2744849092127312	
6wpw	C	90.1		0.70765		0.7009982038463483	
5f3h	L	81.27		0.75235		0.7912566123219655	
5gxb	A	89.4		0.92187		0.8241278424031171	
7x7o	B	27.6		0.23684		0.24292126802079528	
4nm8	A	53.4		0.65528		0.579599547267909	
4aei	A	90.13		0.9374		0.9317284569574407	
2y06	P						
7kn4	B	33.04		0.24603		0.26602698486652704	
3v4u	P	77.54		0.30153		0.6339285714285714	
1igj	D	86.91		0.85172		0.8659732819368573	
7mn8	B	87.01		0.76822		0.9072994759609148	
7sp6	A	80.07		0.82089		0.7404715001072689	
7cx4	A	83.6		0.28955		0.7727249300818739	
4lde	A	85.42		0.75023		0.8732486495218766	
1ob1	C						
7jva	A	27.19		0.28701		0.27766790806611447	
5mes	A	87.46		0.9648		0.9324143225952756	
6xc7	A	27.02		0.30165		0.26661312365625156	
6ug9	A	89.6		0.95441		0.9374038059406884	
5wko	T	48.27		0.55107		0.5131064228042457	
5i73	A	84.6		0.98358		0.9000329528088042	
1ic7	Y	95.14		0.98631		0.9725112478111387	
5w4l	G	24.31		0.29242		0.22367195387249805	
7eja	A	77.7		0.73557		0.7043200916007037	
6w0j	C	91.4		0.92443		0.9493600469276235	
6did	G	25.47		0.22369		0.2184822100762701	
6n50	A	88.02		0.79985		0.8944495449127194	
4ut9	D	70.03		0.64427		0.7138096129322506	
7k5y	B	80.2		0.75978		0.9109015444702395	
1ai1	P	61.91		0.20698		0.6736111111111112	
6phf	G	60.05		0.46456		0.6439571605358089	
6oro	B	27.32		0.11337		0.2232748393696604	
6gwp	A	85.31		0.9677		0.9045133025501073	
7wwm	B						
6xdg	E	26.1		0.28089		0.2545026524887597	
2h3n	B	91.87		0.86625		0.9405327799068577	
7czd	B	92.7		0.96903		0.9585521714941283	
4tul	I	71.19		0.33894		0.7136363636363636	
1ncb	N	62.57		0.83351		0.6307363488670001	
6p8n	A	36.42		0.51714		0.38003435997073903	
6mwc	B	28.87		0.24968		0.37067333273600506	
5u3j	A	64.84		0.43757		0.7444425365744891	
7v69	A	76.69		0.76795		0.7640007529392434	
7m7w	S	26.63		0.29093		0.2712547249939186	
4pir	B	80.34		0.89445		0.8701583697973316	
7l56	A						
5e7f	H	65.01		0.70864		0.543106060432949	
6cxl	H	86.84		0.54766		0.8931930227424736	
3qnz	C	71.79		0.62325		0.9166666666666666	
6iut	A	71.32		0.86386		0.7498479225708762	
6k5d	B	87.18		0.95185		0.9178310232930967	
6p9y	A	77.99		0.66633		0.6754460076017244	
4l5f	E	81.13		0.96479		0.9253148858338113	
7fin	A	80.63		0.29245		0.773280444868833	
7mnn	B	63.59		0.557		0.6673169512808617	
2eks	C	95.14		0.99166		0.9780699613459097	
6ruv	X	90.12		0.60591		0.9287961865942028	
7a4t	B	92.3		0.88122		0.9830083833336095	
7lxz	A						
5d1q	E	92.23		0.97511		0.9555880926106928	
1afv	A	86.34		0.88118		0.8326721478575739	
5npj	D	75.8		0.29634		0.4791666666666667	
6ral	B	86.9		0.89129		0.8715552534155071	
4tuo	B	89.68		0.69107		0.9442684482993325	
3nfp	I	64.82		0.77013		0.7376749042588738	
7tcc	C						
4jan	I	32.91		0.38603		0.3371366042100434	
4rx4	G	25.2		0.29005		0.2172721047333383	
7euo	A	79.54		0.2881		0.7756446009887612	
5o0w	D	90.31		0.95715		0.9464567096549862	
7ls9	A						
7keo	G	93.31		0.9785		0.9668236687278444	
5fv2	X	91.56		0.94376		0.9552120898038472	
7kfv	E	26.12		0.27239		0.2477721186095276	
5u68	B	58.68		0.65059		0.6026200388418025	
3jcx	A	44.23		0.55125		0.472651277582359	
7zxg	A	75.65		0.67689		0.7211532449006931	
7phq	B	94.58		0.91735		0.7834171963491028	
7wuh	C						
7chf	R	28.53		0.32084		0.30813626029902935	
7fig	A	84.66		0.60528		0.7501241717697309	
5kqv	F	81.66		0.0291		0.8736063132038673	
6c5w	A	85.53		0.67921		0.7299937346867028	
7jw0	B						
7cvt	B	87.36		0.95242		0.9240176315492186	
5epm	C	92.68		0.95937		0.9946581652300128	
6djp	A	85.13		0.97486		0.8869618444980859	
6obo	B	91.55		0.96969		0.9426831690907388	
6p8d	C	84.01		0.2587		0.6071428571428571	
4yjz	E	62.79		0.7789		0.6369620560219997	
6vo0	A	25.91		0.21288		0.20953003119120114	
5bv7	A	86.47		0.94608		0.90042989668057	
7k60	B	80.2		0.75715		0.9004009837711332	
7kqh	B	36.55		0.61588		0.4159301719695662	
2hmi	B	82.66		0.72619		0.6479732418837456	
3uo1	P	72.97		0.41766		0.7291666666666666	
3hzm	B	86.14		0.62594		0.8934400827064056	
7m6e	E						
3g5y	E	62.71		0.2494		0.691959863053613	
4lvn	A	94.09		0.99159		0.9634035516505224	
7fae	A						
