id	length	pLDDT_A	model
A0A3G3M8B4	12340	86.631	BASE
A0A8S5P6G7	1858	74.977	BASE
A0A411AW62	406	53.114	BASE
A0A6J5M436	2518	69.74	BASE
A0A894KP49	32	40.905	BASE
A0A8S5SI35	59	76.682	BASE
A0A8S5MN47	242	60.721	BASE
A9QVJ5	433	75.918	BASE
A0A1B1IWE8	1816	52.077	BASE
A0A2U9QHS6	54	72.902	BASE
A0A1V0SBK5	2031	63.377	BASE
A0A385A0W7	97	72.13	BASE
A0A7G9U8J0	129	95.092	BASE
A0A8S5M2I2	142	78.397	BASE
A0A8S5UN87	210	81.989	BASE
A0A8S5MS63	50	81.587	BASE
A0A8S5UC97	428	87.662	BASE
A0A8S5NET1	206	55.371	BASE
A0A6J5LDK6	168	84.648	BASE
A0A0U2QI94	3124	54.59	BASE
A0A3Q8U8Z2	1064	85.037	BASE
A0A514D840	161	47.217	BASE
A0A5J6VLN1	99	63.507	BASE
D6C5X8	852	76.076	BASE
G4KK60	261	77.888	BASE
A0A7D5FLW6	69	78.184	BASE
A0A5P9K4V2	155	66.871	BASE
S5VV26	294	51.969	BASE
A0A3G9E2R0	116	78.815	BASE
Q64959	63	73.205	BASE
U5XGN7	389	62.1	BASE
A0A2U7UBP1	1043	64.897	BASE
UPI0001597084	134	66.013	BASE
A0A1S6L1S8	587	56.265	BASE
A0A2I7SB38	486	89.274	BASE
A0A1V0SBR7	16502	74.969	BASE
Q6UDI2	237	60.56	BASE
A0A8K1WRQ2	79	71.823	BASE
A0A8S5SIV3	2486	60.316	BASE
E3SNC2	90	77.073	BASE
A0A1X9T548	81	55.991	BASE
UPI0000161EAC	135	68.336	BASE
A0A514TV11	112	78.034	BASE
A0A7U3MFW2	484	70.45	BASE
A0A0N9P9J2	296	63.354	BASE
A0A7D5FPS3	135	34.717	BASE
A0A125RNU8	2053	77.409	BASE
A0A6J5QVI7	318	67.972	BASE
A0A516M9Z4	3618	74.391	BASE
A0A8A6C732	95	80.613	BASE
A0A1B0XTT3	8888	58.806	BASE
A0A142I9W1	88	87.41	BASE
A0A6J5S3A0	227	73.733	BASE
A0A678ZZ99	219	40.262	BASE
A0A411CW76	3527	83.089	BASE
A0A2R4LK16	10366	47.53	BASE
A0A481YZD4	12750	84.398	BASE
Q9B027	7286	82.348	BASE
Q0MUU1	570	82.912	BASE
A0A6J5MA16	5347	67.393	BASE
A0A8S5LLH1	2560	87.857	BASE
A0A8K1YSE5	100	80.519	BASE
R9ZWD3	98	83.242	BASE
A0A6J7X676	68	35.879	BASE
A0A8S5TFH5	55	61.02	BASE
A0A1C9LWB6	405	87.29	BASE
A0A6J5LNM8	2305	76.644	BASE
A0A3G5AA37	1048	78.592	BASE
A0A8S5U8B2	97	43.459	BASE
A0A3G4ZR59	12896	90.036	BASE
Q0N404	34	74.704	BASE
A0A6J7WBH7	1283	75.439	BASE
A0A8S5SVU6	2483	76.816	BASE
L7TJZ0	149	62.636	BASE
A0A679ESI4	175	77.444	BASE
A0A8S5P7X1	777	72.354	BASE
A0A1L3KEV3	19	29.254	BASE
A0A811BT53	57	35.853	BASE
A0A3G5A0V9	1370	58.636	BASE
A0A3G5ADT2	1940	74.319	BASE
A0A8S5T5J9	1894	85.247	BASE
A0A516LP70	7807	85.421	BASE
A0A2D1GN72	272	87.389	BASE
A0A8K1XYB9	98	88.94	BASE
A0A6J5RSD6	4759	70.161	BASE
A0A7H1JES7	901	93.611	BASE
E1A205	4957	94.012	BASE
A0A059PAD1	47	74.103	BASE
A0A8S5U1S9	9483	62.423	BASE
A0A3G5ACA5	1012	43.776	BASE
A0A6J5SH19	3619	89.283	BASE
A0A2Z4Z3K1	45	65.872	BASE
A0A8S5P859	240	57.489	BASE
A0A1I9S6F6	2772	85.229	BASE
A0A2U9A8H7	70	48.417	BASE
A0A516KVN0	2400	58.222	BASE
A0A2Z4EYS0	44	61.359	BASE
A0A7G9V0N2	1266	81.452	BASE
A0A3G5A494	42	59.005	BASE
K7PCN2	331	31.939	BASE
B2YG41	10164	41.328	BASE
A0A5K0U9N2	6499	82.493	BASE
P19275	65	46.767	BASE
H9YPC8	1406	52.115	BASE
A0A1B1IQB3	317	77.122	BASE
A0A481YU06	3169	75.639	BASE
D1GF64	232	77.202	BASE
A0A513PXU9	80	67.589	BASE
A0A2I2L4G6	142	81.286	BASE
A0A345N0T8	58	65.142	BASE
A0A516L512	1259	69.404	BASE
A0A2H4UX69	2259	51.229	BASE
Q209W6	3303	72.87	BASE
A0A7M1RVI4	3401	89.107	BASE
A0A1V0S8B8	762	84.52	BASE
A0A886NH00	72	50.187	BASE
A0A873WBB6	31	39.805	BASE
A0A650DB26	319	85.735	BASE
A0A6J5MWG7	1499	66.101	BASE
H9NBP1	256	77.558	BASE
A0A141ZKS6	64	83.047	BASE
A0A8F8KL79	2030	76.634	BASE
A0A6J5L8R7	63	67.929	BASE
A0A0B5JCI0	97	80.661	BASE
A0A6J5NUB8	76	59.066	BASE
A0A2Z4QKV4	7	26.22	BASE
A0A481Z3R1	4406	78.646	BASE
A0A514D9G2	40	54.021	BASE
A0A516M712	285	59.692	BASE
A0A1C9C5E2	6447	87.514	BASE
A0A481Z2Y6	276	50.921	BASE
A0A1V0DX14	993	69.099	BASE
UPI00000381A8	145	46.068	BASE
A0A7R7G2T3	222	67.287	BASE
A0A5K0U872	411	78.454	BASE
A0A0H4INH5	3308	71.362	BASE
A0A3T1CX20	18670	92.158	BASE
A0A1S6L257	325	87.634	BASE
A0A811BRN7	1813	76.745	BASE
A0A516M2C3	549	75.719	BASE
A0A8T9VSY1	182	87.367	BASE
A0A516KV45	3992	80.07	BASE
A0A8K1U3Q5	301	86.472	BASE
A0A6G9L6W6	4683	88.651	BASE
A0A8S5T050	586	81.349	BASE
A0A481Z3N5	98	80.99	BASE
Q0E519	158	62.997	BASE
A0A6J5STZ6	105	51.39	BASE
A0A516MG04	316	75.947	BASE
A0A411HBC1	93	84.671	BASE
A0A2L2QBP3	45	49.387	BASE
A0A8E5NQB1	86	72.767	BASE
A0A0B4VG17	80	75.287	BASE
A0A516MPB5	350	80.718	BASE
A0A891M3P5	1053	87.272	BASE
B3FK29	67	30.44	BASE
A0A222ZLA1	8887	45.853	BASE
A0A3G3M6U8	1258	81.223	BASE
A0A4D5XEV6	75	72.577	BASE
A0A8S5QEL1	700	87.43	BASE
A0A8G0QVC5	231	66.063	BASE
A0A6J7XEG9	6730	86.22	BASE
A0A2S1GN41	1635	66.385	BASE
A0A6J5KZ69	1876	87.237	BASE
A0A3G1DLQ7	78	62.899	BASE
A0A3G5AHH5	652	54.417	BASE
A0A8K1XG57	56	72.507	BASE
A0A8S5UQK2	732	81.721	BASE
A0A7S9VMB8	49	64.202	BASE
A0A8D9PGY9	34	60.204	BASE
A0A1C9U5D9	100	72.173	BASE
A0A291ATQ8	3307	71.913	BASE
A0A8S5RR18	233	43.79	BASE
A0A385MQ41	128	56.738	BASE
B3FIN2	97	78.045	BASE
A0A5K0UAN0	162	34.674	BASE
UPI001E6983FD	149	85.162	BASE
A0A6J5L814	3390	48.263	BASE
A0A6J7XN45	451	33.775	BASE
A0A220QTE9	36	53.329	BASE
A0A516L4S6	559	78.89	BASE
A0A8S5USB8	1343	68.01	BASE
A0A1L3KL88	78	69.606	BASE
A0A481W5U2	6153	88.664	BASE
A0A8S5NPT4	1047	57.541	BASE
A0A3G5A8C1	21114	76.74	BASE
A0A6J5N6J9	2189	83.974	BASE
A0A3G5A2N0	133	67.336	BASE
A0A8S5PDC6	2406	75.094	BASE
A0A7S8WJS6	40	33.12	BASE
A0A6G5XZQ7	2436	74.939	BASE
A0A8S5VGQ6	530	43.33	BASE
A0A4P8W3Z2	48	36.427	BASE
A0A6J5QLB4	4679	86.434	BASE
A0A6J7WER9	507	80.272	BASE
Q53CX3	47	71.479	BASE
A0A0E3XU62	1186	77.033	BASE
A0A1M7XV71	7678	85.565	BASE
A0A5K0U947	223	54.27	BASE
A0A7G5CF47	116	51.09	BASE
A0A2Z4Z3Q6	70	69.454	BASE
A0A6J5MKR7	386	81.887	BASE
A0A6J7WZV1	3760	90.109	BASE
A0A2L0V0C9	47	43.072	BASE
A0A2S1GTS7	42	67.361	BASE
A0A3G5A512	1780	89.911	BASE
A0A8S5VFW1	2371	77.494	BASE
UPI001C9A2CC3	329	87.299	BASE
S4W4U9	537	76.71	BASE
A0A0B5KFK6	165	72.321	BASE
A0A481Z260	7949	41.124	BASE
A0A5K0UC33	662	90.312	BASE
Q80PB2	1631	89.654	BASE
A0A7G5AXB2	84	66.883	BASE
A0A3G5A9R2	32	38.908	BASE
A0A7D4X2G6	402	61.931	BASE
A0A482MKN8	106	52.837	BASE
A0A2U7U8B3	46	41.631	BASE
A0A516MNA9	3313	76.843	BASE
A0A6G6XPY0	274	82.795	BASE
A0A8S5T5P5	771	48.98	BASE
A0A679KD32	1148	67.575	BASE
A0A516L668	12724	77.616	BASE
H2EE10	1334	87.399	BASE
A0A2H4KIR2	1665	79.004	BASE
A0A3G5A1E0	790	65.814	BASE
A0A3G5AHP4	1265	57.598	BASE
A0A0B5J3A8	88	68.359	BASE
A0A141HRM5	1170	68.734	BASE
A0A8S5NTQ9	45	78.151	BASE
A0A0N7FYY9	49	47.256	BASE
A0A516LVE3	1459	88.147	BASE
B0FDS9	292	81.774	BASE
Q854V2	5956	61.354	BASE
A0A5B8IF04	1066	85.221	BASE
A0A8S5L3S4	36	58.889	BASE
A0A172JHV9	32	60.707	BASE
A0A6J5LW36	1518	91.183	BASE
A0A6G5XYS2	2171	57.073	BASE
A0A7U0GBD0	320	73.382	BASE
A0A286RUG5	47	79.52	BASE
W6JL04	105	51.47	BASE
A0A514CT37	53	68.685	BASE
G9IA54	34	84.196	BASE
A0A6M4B8R2	72	72.144	BASE
A0A1L3IZF2	58	76.081	BASE
A0A516LH13	569	60.381	BASE
A0A3G5AIY5	1365	64.044	BASE
A0A873WTP1	32	63.787	BASE
A0A8S5NU75	1038	72.716	BASE
A0A6G5XX69	138	68.71	BASE
A0A3G5AHM7	17006	86.403	BASE
G4KKA6	259	82.305	BASE
A0A6J5MSC6	1565	86.577	BASE
A0A3G5AHP8	2326	67.208	BASE
A0A385A0Y3	758	87.408	BASE
A0A3G2YTN8	602	74.823	BASE
A0A6J5SSJ3	53	36.419	BASE
G8DFP3	7633	80.335	BASE
D6PG52	7750	94.369	BASE
A0A1C9C5H1	51	27.742	BASE
A0A8S5T795	896	71.863	BASE
A0A6J5KPR1	3004	88.56	BASE
Q70GW9	91	82.745	BASE
M4QM77	195	59.215	BASE
A0A481Z3I8	201	42.218	BASE
R4TMF0	87	67.95	BASE
UPI000018F680	869	75.638	BASE
A0A7D7EVG7	310	77.373	BASE
A0A286MM83	3054	76.302	BASE
A0A6J5M7Z0	1671	70.232	BASE
A0A0B5J8E0	2160	68.222	BASE
A0A345N3P1	2901	73.212	BASE
A0A5K0UBQ7	199	54.412	BASE
A0A6J5RU46	44	71.05	BASE
A0A8S5L1Z8	631	67.799	BASE
A0A8S5QBV3	846	90.266	BASE
Q83459	51	77.668	BASE
A0A1L3KEM6	71	53.557	BASE
A0A6B7EW95	98	85.287	BASE
A0A6J5S6Z0	255	88.88	BASE
A0A8K1J756	2	41.112	BASE
X5GY92	343	75.579	BASE
A0A5K0UA25	53	35.986	BASE
B7TF06	4634	83.28	BASE
A0A1E1GDV8	287	62.749	BASE
A0A8B0R9C6	341	79.247	BASE
A0A6J5LQT7	938	91.943	BASE
A0A076FML9	324	86.568	BASE
A0A7D3QUI5	1103	57.945	BASE
A0A3G5AKG2	44	38.95	BASE
D9IE08	94	66.523	BASE
A0A1J1E8V2	413	37.488	BASE
A0A6J5L2E4	686	90.606	BASE
A0A6M6DLP2	33	37.189	BASE
A0A1V0SEG4	5569	86.849	BASE
A0A0A8IKQ9	19	47.863	BASE
A0A023W570	71	73.274	BASE
A0A6J5ND66	7340	75.232	BASE
A0A1V0SHF1	129	64.135	BASE
A0A7S9STS8	4539	72.752	BASE
A0A886NH77	173	66.865	BASE
A0A6J5KPW0	3550	67.453	BASE
A0A8S5QTA7	112	53.505	BASE
A0A8S5S6H4	932	67.521	BASE
A0A8S5Q7Z7	35	59.367	BASE
A0A4P8PIW2	296	41.807	BASE
A0A4D6EIL1	4797	74.671	BASE
M1I2U5	1595	57.511	BASE
A0A481YUM7	6911	87.898	BASE
A0A1L3KIV7	35	59.724	BASE
Q911W4	160	75.003	BASE
A0A2Z4EZ41	156	74.207	BASE
A0A6J7X5D3	1664	86.065	BASE
G9IA04	49	84.04	BASE
A0A481YS74	173	58.404	BASE
A0A481Z405	710	85.19	BASE
A0A345N5C5	45	75.497	BASE
F6LQE5	319	59.862	BASE
A0A386KR27	119	32.948	BASE
A0A6B9JKQ3	2583	54.316	BASE
V5LUE4	38	58.034	BASE
A0A6J5KPI8	294	89.041	BASE
A0A3G4ZXY5	64	54.85	BASE
A0A8S5PPK6	515	74.165	BASE
Q993F6	62	76.365	BASE
A0A1L3KIP1_3	57	30.053	BASE
A0A1L3KIP1_5	460	46.676	BASE
A0A6B9KN39_3	111	33.604	BASE
A0A6B9KN39_4	83	31.734	BASE
A0A6B9KN39_5	69	49.618	BASE
A0A6F8QHU2_2	153	43.038	BASE
A0A6F8QHU2_4	41	81.855	BASE
A0A0Y0RI58_1	187	35.641	BASE
A0A8K1XY46_1	44	50.492	BASE
A0A8K1XY46_3	2	28.589	BASE
A0A516M7J7_1	3203	80.737	BASE
A0A516M7J7_2	2246	60.732	BASE
A0A516M7J7_3	287	58.819	BASE
A0A1L2C924_2	44	51.405	BASE
A0A1L2C924_3	442	69.901	BASE
A0A6J5QZ93_1	2266	65.48	BASE
A0A6J5QZ93_2	4493	79.282	BASE
A0A6J5QZ93_3	2101	85.407	BASE
A0A2D2CNI6_1	37	27.373	BASE
A0A2D2CNI6_2	176	42.491	BASE
A0A2D2CNI6_3	318	71.092	BASE
Q38QJ4_1	5936	35.762	BASE
Q38QJ4_2	270	30.97	BASE
Q38QJ4_3	77	53.193	BASE
Q8QVE1_1	36	31.92	BASE
Q8QVE1_2	89	53.404	BASE
Q8QVE1_3	530	74.563	BASE
E3T4U8_1	829	36.893	BASE
E3T4U8_3	495	50.852	BASE
A0A1L3KKP4_1	94	33.964	BASE
A0A1L3KKP4_3	121	55.16	BASE
A0A482IF47_1	3817	62.941	BASE
A0A482IF47_2	6705	58.91	BASE
A0A482IF47_3	7437	60.219	BASE
A0A6N3IT86_1	50	43.006	BASE
A0A6N3IT86_2	967	72.114	BASE
A0A6N3IT86_3	961	79.835	BASE
A0A1L3KKH1_2	428	72.101	BASE
A0A1L3KKH1_3	485	67.673	BASE
A0A0G3EUV2_1	132	54.281	BASE
A0A0G3EUV2_2	490	70.663	BASE
A0A6M9Z7H8_1	958	31.85	BASE
A0A6M9Z7H8_2	354	70.242	BASE
A0A7G5CJL3_1	168	57.233	BASE
A0A7G5CJL3_2	263	64.454	BASE
A0A6M9BR48_1	121	51.464	BASE
A0A6M9BR48_2	994	79.601	BASE
A0A1L3KPJ0_1	101	75.135	BASE
A0A1L6C375_1	44	39.739	BASE
A0A1L6C375_2	129	69.008	BASE
A0A2S0S4Q1_1	115	41.016	BASE
A0A2S0S4Q1_2	515	70.383	BASE
A0A8S5MWT7_1	96	42.916	BASE
A0A8S5MWT7_2	9290	49.566	BASE
A0A8K1YQR3_1	365	52.282	BASE
A0A8K1YQR3_2	833	76.641	BASE
A0A2P1GMJ9_1	312	35.774	BASE
A0A2P1GMJ9_2	78	36.072	BASE
A0A0K0MQ12_2	669	60.757	BASE
A0A2P1GMK5_1	152	36.459	BASE
A0A2P1GMK5_2	242	47.193	BASE
A0A514D2H0_2	284	66.924	BASE
A0A516L7L1_1	119	38.86	BASE
A0A6J5QDC6_1	11922	59.757	BASE
A0A6J5QDC6_2	1020	64.127	BASE
A0A8B0RM44_1	35	45.332	BASE
A0A8B0RM44_2	940	76.859	BASE
A0A1V0SAG0_1	739	40.45	BASE
A0A1V0SAG0_2	500	42.23	BASE
A0A1B1IUR6_1	164	57.067	BASE
A0A1B1IUR6_2	7138	59.231	BASE
A0A1L3KN37_1	92	82.845	BASE
A0A1L3KHR0_1	230	61.357	BASE
A0A1L3KHR0_2	2574	52.244	BASE
A0A6G7PRV5_1	2290	66.085	BASE
A0A6G7PRV5_2	2538	78.614	BASE
V5L1W8_1	124	36.351	BASE
V5L1W8_2	560	56.94	BASE
A0A2P1GNB0_1	442	83.816	BASE
A0A2P1GNB0_2	39	31.878	BASE
A0A1L3KM51_1	153	38.83	BASE
A0A1L3KM51_2	871	59.439	BASE
A0A1L3KJH2_1	64	37.107	BASE
A0A1L3KJH2_2	1350	75.685	BASE
A0A6J5RF71_1	330	53.448	BASE
A0A6J5RF71_2	543	70.845	BASE
Q8W6J4_1	6318	60.567	BASE
Q8W6J4_2	4301	71.894	BASE
A0A8S5MSX2_1	3399	70.415	BASE
A0A8S5MSX2_2	1074	56.373	BASE
A0A1L3KHQ1_1	143	35.796	BASE
A0A1L3KHQ1_2	886	54.542	BASE
A0A3Q8VLG2_1	1331	79.12	BASE
A0A3Q8VLG2_2	1422	80.896	BASE
A0A3G2LQF2_1	439	63.479	BASE
A0A3G2LQF2_2	116	66.105	BASE
A0A2U8JQ79_1	116	50.343	BASE
A0A2U8JQ79_2	456	79.642	BASE
D2E869_1	16	25.207	BASE
D2E869_2	35	26.914	BASE
A0A0F6TGS2_1	57	76.861	BASE
A0A0F6TGS2_2	40	76.929	BASE
A0A6M4EG76_1	77	65.824	BASE
A0A6M4EG76_2	311	58.034	BASE
A0A8S5PB09_1	59	42.55	BASE
A0A8S5PB09_2	1630	49.722	BASE
A0A1L3KH53_1	786	55.817	BASE
A0A1L3KH53_2	867	79.916	BASE
A0A1L3KKT9_1	87	64.195	BASE
A0A1L3KKT9_2	89	80.059	BASE
A0A7S6NY19_1	5662	71.139	BASE
A0A7S6NY19_2	3252	83.589	BASE
Q9QJT4_1	55	42.61	BASE
A0A858YA25_1	32	33.097	BASE
A0A8S5N3G2_1	249	53.475	BASE
A0A8S5N3G2_2	827	70.657	BASE
A0A1L3KJ58_2	99	79.604	BASE
A0A482JPN8_1	1134	73.962	BASE
A0A482JPN8_2	687	85.466	BASE
A0A650ETA3_1	1984	72.263	BASE
A0A650ETA3_2	1879	86.073	BASE
A0A344AKH8_1	37	39.906	BASE
A0A344AKH8_2	399	70.18	BASE
A0A482ILG2_1	409	69.766	BASE
A0A482ILG2_2	153	76.973	BASE
A0A6J7X0C8_1	611	51.516	BASE
A0A6J7X0C8_2	4304	57.947	BASE
G3MAG8_1	1706	72.849	BASE
G3MAG8_2	3366	85.328	BASE
A0A3G2LQG3_1	79	49.521	BASE
A0A3G2LQG3_2	33	45.514	BASE
A0A2H4PAQ8_1	98	57.519	BASE
A0A2H4PAQ8_2	211	54.009	BASE
A0A5B8IHB3_1	451	75.213	BASE
A0A5B8IHB3_2	218	65.767	BASE
A0A516LSM2_1	550	55.401	BASE
A0A516LSM2_2	2739	69.229	BASE
A0A1L3KJ96_1	36	52.296	BASE
A0A1L3KJ96_2	434	85.77	BASE
A0A6B9USN5_1	4708	78.371	BASE
A0A6B9USN5_2	6661	70.351	BASE
A7DYB8_1	1799	55.81	BASE
A7DYB8_2	5927	56.927	BASE
A0A481ZC14_1	6	29.699	BASE
A0A3S7URF8_1	1376	45.846	BASE
A0A516LXB0_1	563	86.047	BASE
A0A1L3KK06_1	818	41.229	BASE
A0A1L3KK06_2	526	70.447	BASE
A0A6J7WQQ5_1	668	66.613	BASE
A0A6J7WQQ5_2	1042	70.874	BASE
A0A6J5NS24_1	834	78.296	BASE
A0A6J5NS24_2	249	69.758	BASE
A0A8E4CYS4_1	158	75.537	BASE
A0A8E4CYS4_2	50	64.562	BASE
A0A1V0SDJ0_1	62	85.28	BASE
A0A1V0SDJ0_2	3257	86.853	BASE
A0A6B9KAP6_1	41	68.271	BASE
A0A6B9KAP6_2	62	43.239	BASE
A0A3G5MVT9_1	34	61.94	BASE
A0A3G5MVT9_2	52	57.375	BASE
A0A2Z4Q2H3_1	36	41.724	BASE
A0A2Z4Q2H3_2	93	54.586	BASE
A0A8K1XVX5_1	52	43.958	BASE
A0A516MHX1_1	6033	73.607	BASE
A0A516MHX1_2	10584	65.694	BASE
W8W1F0_1	1263	73.038	BASE
W8W1F0_2	221	68.585	BASE
A0A8S5TDK3_1	111	51.325	BASE
A0A8S5TDK3_2	800	54.494	BASE
A0A2P1GNK6_1	189	72.822	BASE
A0A2P1GNK6_2	497	68.967	BASE
A0A7G3WH46_2	54	43.729	BASE
A0A2P1EIV5	872	61.327	BASE
A0A516LZ38	58	35.681	BASE
G8DH92	1746	63.523	BASE
A0A6J5Q965	714	40.55	BASE
A0A6M9Z8W4	741	41.675	BASE
A0A3S6HDH1	910	57.907	BASE
F5B2U8	193	51.402	BASE
A0A7D5CIH3	484	39.173	BASE
A0A0F7KH07	839	74.621	BASE
D5GV36	33	33.576	BASE
H2EE59	1333	77.719	BASE
A0A6J5LT21	5008	65.277	BASE
A0A8K1XW32	39	55.889	BASE
A0A6J7WQE2	1558	74.955	BASE
H2EE13	34	47.175	BASE
A0A1U9WUH4	42	40.198	BASE
A0A8S5LEC5	153	36.538	BASE
A0A516M3L1	9629	70.744	BASE
Q52PQ3	2201	83.207	BASE
A0A8S5UKY9	1268	46.096	BASE
A0A516LGL6	1003	65.708	BASE
Q66609	1248	65.379	BASE
A0A7U0J4V8	3962	59.065	BASE
A0A6M5CCT3	4296	67.608	BASE
A0A0K1Y7L0	222	44.426	BASE
A0A516LKR8	4265	38.899	BASE
A0A7T5QXN6	43	50.425	BASE
A0A858HQ30	1081	47.549	BASE
A0A8S5MDJ8	41	50.732	BASE
A0A8S5RLV1	5173	79.057	BASE
A0A6B9XDW5	4779	74.774	BASE
A0A0M4MPV3	1298	67.653	BASE
A0A8S5M6Y1	248	47.957	BASE
A0A1B1ITZ8	2757	47.808	BASE
A0A3G4ZMR1	360	52.802	BASE
A0A8S5TKZ5	1124	44.144	BASE
G3GN41	2137	50.213	BASE
A0A221HKX1	232	65.904	BASE
A0A3Q8RVP5	465	79.143	BASE
A0A140IPJ1	16964	72.247	BASE
A0A0D5XR16	1270	68.532	BASE
H2EAW5	557	75.466	BASE
A0A6J5P3L6	49	49.521	BASE
A0A3G5AI27	221	50.521	BASE
A0A7D5G3Q5	2465	49.807	BASE
A0A7S6LEQ4	39	48.776	BASE
A0A516LS93	785	59.928	BASE
Q8JKN7	241	41.26	BASE
A0A516M7I0	4536	83.791	BASE
M1Q5P0	585	48.361	BASE
A0A1V0SEC5	6611	86.749	BASE
A0A6J5LT37	585	60.107	BASE
A0A2Z6C4V5	50	34.197	BASE
A0A8S5MXN2	1723	51.866	BASE
A0A6J5TAZ3	471	83.208	BASE
A0A6J5R1P0	2677	57.132	BASE
A0A1S6L1U5	654	43.397	BASE
A0A7D3QTW5	17591	84.254	BASE
A0A0K0VL54	2183	52.479	BASE
A0A516L644	735	73.659	BASE
A0A4D6E023	407	75.374	BASE
A0A1L3KME8	286	55.141	BASE
A0A8S5NB67	5389	85.08	BASE
A0A5Q2WB38	8735	56.258	BASE
A0A6B9JBQ9	172	54.032	BASE
A0A068CKB1	1033	60.183	BASE
A0A0H4ATG6	640	52.768	BASE
A0A7T0Q5G6	99	86.149	BASE
A0A6J5N242	1631	70.691	BASE
Q76Z63	125	39.126	BASE
A0A6J5RQP7	1040	54.516	BASE
UPI001C74436A	393	67.252	BASE
A0A8E5AGJ6	10	26.786	BASE
A0A1L3KMQ4	162	49.125	BASE
A0A7D5FSF4	3836	55.322	BASE
A0A2D1A5Q6	72	74.348	BASE
A0A1B1IX32	3899	56.401	BASE
A0A873WHL9	3573	51.686	BASE
M1PXW6	1159	74.416	BASE
A0A1D8KS53	1466	59.233	BASE
A0A8E8KS05	1129	78.975	BASE
A0A2Z5EPV1	844	64.798	BASE
A0A6M9Z722	1639	44.912	BASE
A0A5K0UBA4	13211	43.377	BASE
A0A1V0CNH2	10152	81.735	BASE
A0A6G5Y5I0	184	61.318	BASE
A0A2I6UG51	1375	78.016	BASE
A0A1D8EYG2	241	61.983	BASE
A0A6J5QG04	3379	50.636	BASE
Q65A73	60	60.23	BASE
A0A510E8N7	511	54.067	BASE
A0A4P8NQX4	141	63.253	BASE
A0A7S9XE01	1628	87.999	BASE
A0A6J5NEI0	1187	79.967	BASE
V5NWN3	70	53.874	BASE
A0A8S5V7F5	1090	75.93	BASE
V5URI3	4029	87.269	BASE
A0A060D1L4	6326	58.004	BASE
A0A1B1IV16	2345	77.907	BASE
X2KRG6	1318	71.743	BASE
A0A411D380	1296	85.751	BASE
A0A513QBK3	1539	79.958	BASE
Q76Z64	32	42.163	BASE
A0A5J6VJ59	2192	50.954	BASE
A0A0M3SUP8	860	68.587	BASE
M4QRQ0	7016	72.458	BASE
A0A6J5NE85	135	56.17	BASE
A0A6G6XMT4	51	34.207	BASE
H9NBP8	724	49.171	BASE
A0A223PZ70	258	54.723	BASE
A0A6J5NBE4	4336	55.554	BASE
A0A142F1G1	1682	69.317	BASE
A0A516LB73	1036	47.683	BASE
A0A2I7QP68	489	52.455	BASE
A0A5K0U847	668	85.464	BASE
V9QL83	2468	50.744	BASE
A0A1D8KSN2	6759	85.163	BASE
A0A6J5LI28	558	66.423	BASE
A0A6H1QU79	2159	69.586	BASE
A0A6G6XU42	439	56.616	BASE
A0A3T0IIR5	891	64.312	BASE
A0A8K1YQM2	97	54.008	BASE
A0A7L7SHU2	5884	63.805	BASE
A0A6F8QH73	40	49.701	BASE
A0A5K0U7N3	402	66.49	BASE
A0A386ISB3	197	78.817	BASE
A0A0M3SGX4	83	51.939	BASE
A0A6J5RI76	1020	46.461	BASE
A0A481W6T9	1348	62.063	BASE
A0A0H4Y0Z8	146	32.995	BASE
C7U0A5	1495	85.641	BASE
A0A3G5AHN6	931	63.507	BASE
J7FZP3	5176	73.211	BASE
A0A2I7G2T6	655	74.654	BASE
A0A6G6XUN9	739	85.212	BASE
A0A3G4ZR27	3161	67.171	BASE
A0A8S5VGY8	101	38.511	BASE
A0A6G6XN95	3039	77.992	BASE
A0A1L3KKV2	146	58.797	BASE
A0A5K0U9A3	58	39.921	BASE
A0A3Q8HZK3	1202	49.708	BASE
A0A142CKK0	8659	55.739	BASE
F4ZGS2	147	41.644	BASE
A0A7S7YG47	2454	65.117	BASE
A0A6J5T1B2	1922	85.152	BASE
J7LKX3	35	62.123	BASE
A0A6J7XIX1	440	66.429	BASE
A0A2L0UZX7	1532	61.11	BASE
A0A1L3KGE6	59	61.719	BASE
L7RCJ7	2791	48.138	BASE
A0A3G5AGG6	1409	46.031	BASE
A0A6J5L2Y6	132	64.253	BASE
A0A6G5Y749	499	86.039	BASE
A0A7T1GW24	161	66.837	BASE
A0A3G5A298	1447	83.973	BASE
A0A7D5IT17	4630	77.191	BASE
M1U3C1	193	75.198	BASE
A0A1L3KG95	51	53.727	BASE
A0A6J5M865	7150	62.731	BASE
A0A8S5PWA5	6053	86.679	BASE
E3SIS5	2482	85.907	BASE
A0A6G9RVE0	37	73.813	BASE
A0A1V0SF70	6485	53.876	BASE
A0A7T7GUU4	472	63.419	BASE
A0A7D7JEU1	113	62.573	BASE
A0A076G5S2	452	57.748	BASE
A0A2I7R3L9	1676	56.555	BASE
M4QTA7	2218	89.985	BASE
Q9WAX4	6510	84.247	BASE
A0A6J5MH34	4822	82.249	BASE
A0A7U1GGP1	158	73.537	BASE
A0A0F7L7I0	929	62.798	BASE
A0A6J5L9S5	1162	83.518	BASE
A0A7D6J0A0	813	70.238	BASE
A0A2U9GD68	39	38.658	BASE
A0A7U1BG35	524	72.649	BASE
